Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
WhoYouAreScene_ab4e74d0		Her hand runs along the back of your seat, nearly brushing your skin. It sends a shiver down your spine.	game/story/who_you_are_scene.rpy	246	"[what]"
WhoYouAreScene_20b3ae87	ash	You will need to be trained to handle your beast, lest you be driven mad with hunger and rage. And trust me, pup, you do not want that to happen.	game/story/who_you_are_scene.rpy	248	ash "[what]"
WhoYouAreScene_0fc28b8f		She gives you a very serious, knowing look. Then, her features contort as you’ve seen once before.	game/story/who_you_are_scene.rpy	264	"[what]"
WhoYouAreScene_81fdef8d	ash	We are carnivores. We crave raw meat like nothing else. Our emotions, like our senses, are heightened and must be kept in check.	game/story/who_you_are_scene.rpy	271	ash "[what]"
WhoYouAreScene_bf517e51		Her voice becomes more like a growl as she advances on you. You feel your breath catch in your throat.	game/story/who_you_are_scene.rpy	284	"[what]"
WhoYouAreScene_751854a0	ash	And this is why we cannot be around people. The sight of us losing control for even a moment, or worse, the mistakes we make under the wolf’s influence, will be punished with death or torture.	game/story/who_you_are_scene.rpy	286	ash "[what]"
WhoYouAreScene_c67cf65f	ash	There is ugliness in what we are, but there is beauty, too. You will know it when you feel the wind flowing through your fur, and find you are a part of something so much greater than yourself.	game/story/who_you_are_scene.rpy	292	ash "[what]"
WhoYouAreScene_7ed47cda		She looks at you expectantly as she looms over you, and you realize she’s waiting for a response.	game/story/who_you_are_scene.rpy	298	"[what]"
AppreciationResponse_6d8fc4d8		You nod slowly.	game/story/who_you_are_scene.rpy	312	"[what]"
AppreciationResponse_fc98ce2e	you	You know, if I’m honest… I’ve always wanted to be part of something bigger than myself. For a long time I’ve felt… lost, I guess.	game/story/who_you_are_scene.rpy	314	you "[what]"
AppreciationResponse_a233c526	you	I thought I knew what I wanted, but everything just ended up being so… hard. Weirdly, I feel more in control now than I have in a while.	game/story/who_you_are_scene.rpy	316	you "[what]"
AppreciationResponse_48daacb8		Ashina’s gaze softens.	game/story/who_you_are_scene.rpy	321	"[what]"
AppreciationResponse_5ab5731d	ash	The world can be cruel. No matter how clear your vision for the future, reality wears you down over time.	game/story/who_you_are_scene.rpy	323	ash "[what]"
AppreciationResponse_183707ee	ash	There used to be more of us, you know. Now I fear we may be the last. I, too, once had dreams. Those dreams died with my kin.	game/story/who_you_are_scene.rpy	328	ash "[what]"
AppreciationResponse_10756823	ash	But there is a strength that comes with acceptance. Change what you can, and accept what you cannot, I believe the saying goes.	game/story/who_you_are_scene.rpy	333	ash "[what]"
AppreciationResponse_3a995c2e	ash	Still… that doesn’t mean you cannot feel angry about it. The anger pushes us forward. That is its own kind of strength.	game/story/who_you_are_scene.rpy	335	ash "[what]"
AppreciationResponse_b90aaaea		Ashina goes quiet, staring into the embers of the fireplace. For a moment, you feel an intense sorrow that ebbs and flows into a calm. You’re not sure how long the two of you sit there in reflective silence, but eventually, she rises.	game/story/who_you_are_scene.rpy	339	"[what]"
AppreciationResponse_a4c09435	ash	I shall retire to my room. You may move about the cabin as you wish, but do stay inside.	game/story/who_you_are_scene.rpy	341	ash "[what]"
AppreciationResponse_1d2df939		With that, she leaves, taking the calm with her.	game/story/who_you_are_scene.rpy	346	"[what]"
